Original_Input_Text,RL_Types,Raw_Model_Output
楼梯房更有安全感，比如火灾，比如高层电梯事故。大平层就是个伪改善伪豪宅概念，天王老子来了我只认有天有地的联排别墅或者独栋别墅，啥都是自己说了算，不住的话也可以开公司开工作室，三环内的也有六七百个W的,"[认同逻辑5：Functional Livability]  
[认同逻辑6：Social Embeddedness]  
[认同逻辑2：Administrative Legitimacy]  

解析：  
- **Functional Livability（生活功能便利性与环境品质认知）**：作者认为楼梯房在安全性（火灾、电梯事故）和使用灵活性（开公司、工作室）方面优于高层或大平层，这种对居住空间“好”与“实用”的评价标准，体现了对“有天有地”住宅的偏好，暗示这类住宅更符合理想“本地生活”模式。  
- **Social Embeddedness（社会根基深浅与经济地位象征）**：提及“六七百个W”级别的房产，这不仅是一个经济标志，也暗示了拥有这类资产的人具备更强的社会根基和身份稳固性，作者以资产规模作为衡量居住者是否具备“本地人”资格或身份层级的标准。  
- **Administrative Legitimacy（行政归属合法性）**：作者强调“三环内”的别墅，反映出对该行政范围内的价值认同，暗示三环内与三环外在房产价值、身份象征或归属感上的区分。这种对特定行政或地理范围的强调，构成了“本地”身份或居住优越性的判断依据。","输出： [认同逻辑5：Functional Livability]  
[认同逻辑6：Social Embeddedness]  
[认同逻辑2：Administrative Legitimacy]  

解析：  
- **Functional Livability（生活功能便利性与环境品质认知）**：作者认为楼梯房在安全性（火灾、电梯事故）和使用灵活性（开公司、工作室）方面优于高层或大平层，这种对居住空间“好”与“实用”的评价标准，体现了对“有天有地”住宅的偏好，暗示这类住宅更符合理想“本地生活”模式。  
- **Social Embeddedness（社会根基深浅与经济地位象征）**：提及“六七百个W”级别的房产，这不仅是一个经济标志，也暗示了拥有这类资产的人具备更强的社会根基和身份稳固性，作者以资产规模作为衡量居住者是否具备“本地人”资格或身份层级的标准。  
- **Administrative Legitimacy（行政归属合法性）**：作者强调“三环内”的别墅，反映出对该行政范围内的价值认同，暗示三环内与三环外在房产价值、身份象征或归属感上的区分。这种对特定行政或地理范围的强调，构成了“本地”身份或居住优越性的判断依据。"
我也一直以为只要是哈尔滨辖区内不管市里还是县里的都可以算是哈尔滨市的人 直到我在小红书看到有人说县里的都是农村的 不属于哈尔滨人 他们老哈尔滨人只有道里的,[认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）],输出： [认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）]
但是区和县还是不一样的，周边县市的只说自己是哈市的，也没什么，毕竟属于哈市辖区范围内，但是说自己是主城区土生土长的，也挺搞笑的。,"[认同逻辑1, 认同逻辑2, 认同逻辑3]","输出： [认同逻辑1, 认同逻辑2, 认同逻辑3]"
肯定不算北京人啊，说话口音也不像，文化背景也不同,[认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）],输出： [认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）]
我家是双城的，后来工作考到了南岗。首先声明我一直说我是双城人，放心我没有说我是哈尔滨。最近在抖音上看到，因为口音然后有这种区分争论。其实按行政归属来说，9区12县的都可以说自己是哈尔滨的呀。看到抖音这些争论，我更要说我是双城人了，我从来没有觉得说是哈尔滨人能为我提升什么档次。也没有觉得说双城有什么羞愧的。别人说可能也只是为了方便别人知道家乡大概是什么位置。另一方面，每一个城市的发展都是由在本城市同生活奋斗的人一起共同努力的。无论你是老哈尔滨人还是新哈尔滨人。,[认同逻辑2：Administrative Legitimacy，认同逻辑4：Linguistic-Cultural Recognition],输出： [认同逻辑2：Administrative Legitimacy，认同逻辑4：Linguistic-Cultural Recognition]
周边县就是不是哈尔滨呀，我爸老家就是宾县，没有人认为宾县=哈尔滨，在那住的也会区分，而且开车要出城，开高速才能到，都说来哈尔滨和回宾县。至于呼兰阿城双城，更不是一个地方了。小时候坐火车到呼兰要一个小时。我姥姥家行政上属于黑河下面的市，但是从来不会认为这是黑河的一部分，都是各叫各的，我也不认为我去过黑河。只有市区才算是这个市啊。,[认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）],输出： [认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）]
9区12县都是哈尔滨……老哈尔滨人都认为早期的七区（还有被取消的动力区和太平区）五县，现在是哈尔滨市区主要包括道里区、南岗区、道外区、平房区、松北区、香坊区、呼兰区、阿城区、双城区。其他算郊县。所以啥哈尔滨人……唉，都是中国人，行政区域内，全都是哈尔滨人。没必要,[认同逻辑1：Vernacular Spatial Authority],输出： [认同逻辑1：Vernacular Spatial Authority]
都是，又不是不属于哈尔滨,[认同逻辑3：Family Rootedness],输出： [认同逻辑3：Family Rootedness]
那个某某区是指哪个区 把他除外那他到底归属于哪个市 而且我也说了 就这种观念简直是无法理解 你说电视上说一个区除外可以 但还有周边那么多县呢 你自己搜搜这种帖子评论下边有多少这种想法 县也不算哈尔滨的 个别的区也不算哈尔滨的 有些“老哈尔滨人”一个劲把这些都排除 那我就想问问这些你们不承认的地方他到底属于哪啊 他是属于大庆的？齐齐哈尔的？,[认同逻辑2：Administrative Legitimacy（行政归属合法性）],输出： [认同逻辑2：Administrative Legitimacy（行政归属合法性）]
您大可不必费心向我论证哈尔滨市区的'高贵血统'。你们用口音腔调以及习惯当身份标尺，把市政惠民政策当作地域分界线，这种自诩优越的戏码实在令人莞尔。按这个逻辑，红肠是不是都得查查是不是县里生产的呀？要是县里生产的，那是不是都不能叫哈尔滨红肠？还有冰雪大世界售票规则不过是行政划分的产物，怎么就成了贵贱判书？作为大庆人，我们倒有个朴素的认知：五区四县同属一座城，油田子弟和湿地农家的孩子都在磕头机旁长大。这里的文明尺度从不丈量户口本上的地址——毕竟真正的体面，向来与敲键盘贬低他人的姿势成反比。,[认同逻辑1：Vernacular Spatial Authority，认同逻辑2：Administrative Legitimacy，认同逻辑4：Linguistic-Cultural Recognition],输出： [认同逻辑1：Vernacular Spatial Authority，认同逻辑2：Administrative Legitimacy，认同逻辑4：Linguistic-Cultural Recognition]
一个哈尔滨还分起来是不是正不正宗的哈尔滨人了市里的房价也没比我周边县城贵多少什么时候贫富差距大到北上广那样再来分吧,[认同逻辑5：Functional Livability（生活功能便利性与环境品质认知）],输出： [认同逻辑5：Functional Livability（生活功能便利性与环境品质认知）]
说嗯呐的不属于哈尔滨市里的,[认同逻辑4：Linguistic-Cultural Recognition],输出： [认同逻辑4：Linguistic-Cultural Recognition]
我明白你的意思，但是哈尔滨市中心就在博物馆转盘道是因为沙俄来搞的城市建设就是做的跟铁路线平行后选择以那个地方为中心，沿东西大直街向路两边两边建设。正因为这地方是最老的市中心，所以省政府市政府一开始都在这里，省博物馆在这儿，老的哈一百在这儿，哈工大最老的楼也在这儿，两个大教堂也在这儿。中央大街属于是辅助的娱乐购物区域，对于沙俄人来说教堂才是他们生活的重点，博物馆加革新街总共两个教堂就因为它这地方重点。而你说的老道外那边是老哈尔滨人的聚集区，属于是本地人的市中心，但是它不是城市发展建设的市中心。哈尔滨是因为铁路而兴起的城市，所以真正的市中心一定是离铁路不远的。,[认同逻辑1],输出： [认同逻辑1]
以前是啊，后来城市发展都往周边建，老城区拆迁拆不起。就是最早繁华的有可能城市发展过快变成城中村。但是哈尔滨不至于，现在就是哈西和群力火一点，江北那边可能受影响较大没火起来。最早火实际是哈西，那时候群力没什么人。一般都首选哈西，群力买房人少。后来群力发展起来了，感觉比哈西还更繁华一些。住城市中心的好处，可能现在不明显了，以前没那么多公交线路，没地铁，打车又贵，更买不起车的年代，在中心住去哪都方便快捷。现在不一样了，实际去哪不堵车都差不多。我在北京一侧五环住，另一侧三环上班。公交倒地铁三趟再倒公交再走，两个半小时。你想想一天五个小时在路上，那耽误多少时间。北京交通那是啥也干不了，想看书？歌都听不了,"[认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）, 认同逻辑5：Functional Livability（生活功能便利性与环境品质认知）]","输出： [认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）, 认同逻辑5：Functional Livability（生活功能便利性与环境品质认知）]"
这个范围内的才叫本地人。。。我爷爷辈是肥东的当初来市区还要花钱买合肥户口才行。我出生时在省立医院步行街那个。那时候合肥人口才一百来万。我上学是工大附中。合肥工业大学就在现在南一环那。大学墙外就是农村田地，我们小时候爬墙过去炸菜地，趴祖坟。就那时候我们还被人说是郊区的。所以你觉得真的老合肥有多少人,[认同逻辑1：Vernacular Spatial Authority，认同逻辑3：Family Rootedness，认同逻辑2：Administrative Legitimacy],输出： [认同逻辑1：Vernacular Spatial Authority，认同逻辑3：Family Rootedness，认同逻辑2：Administrative Legitimacy]
合肥一直都是移民城市，我93年到合肥，从幼儿园到高中，班上所谓纯正的合肥人就没几个，基本都是90年代跟着父母来的，都是普通话交流，合肥话都不会讲，你这些本地同事基本也应该是小时候移民过来的为主，就像我们这些人在别人看都是本地的，因为幼儿园就来了，但是其实也不是土生土长的,"[认同逻辑3：Family Rootedness, 认同逻辑4：Linguistic-Cultural Recognition]","输出： [认同逻辑3：Family Rootedness, 认同逻辑4：Linguistic-Cultural Recognition]"
发展起来的晚，年纪大一点的普遍受文化教育水平不高，很多拆迁户（没有歧视的意思，但确实老年人较多 素质确实有待提高）,[认同逻辑3：Family Rootedness],输出： [认同逻辑3：Family Rootedness]
还有交通特别乱，机动车从不让行人，电动车逆行，到处乱窜不遵守交通规则,[认同逻辑5：Functional Livability（生活功能便利性与环境品质认知）],输出： [认同逻辑5：Functional Livability（生活功能便利性与环境品质认知）]
南二环包河区政务东那边，薛河地铁站附近，比如信达的房子和绿地的房子，大概2万左右,[认同逻辑5：Functional Livability（生活功能便利性与环境品质认知）],输出： [认同逻辑5：Functional Livability（生活功能便利性与环境品质认知）]
